Timestamp,Pack_V,Pack_A,SOC_%,Cell_Max_mV,Cell_Min_mV,Temp_Max_C,Temp_Min_C,Alarms
15:52:13.773,0.0,0.0,0,0,0,0,0,N/A
15:52:13.974,0.0,0.0,0,0,0,0,0,N/A
15:52:14.174,0.0,0.0,0,0,0,0,0,N/A
15:52:14.375,0.0,0.0,0,0,0,0,0,N/A
15:52:14.575,0.0,0.0,0,0,0,0,0,N/A
15:52:14.776,0.0,0.0,0,0,0,0,0,N/A
15:52:14.977,0.0,0.0,0,0,0,0,0,N/A
15:52:15.177,0.0,0.0,0,0,0,0,0,N/A
15:52:15.378,0.0,0.0,0,0,0,0,0,N/A
15:52:15.578,0.0,0.0,0,0,0,0,0,N/A
15:52:15.779,0.0,0.0,0,0,0,0,0,N/A
15:52:15.980,0.0,0.0,0,0,0,0,0,N/A
15:52:16.181,0.0,0.0,0,0,0,0,0,N/A
15:52:16.381,0.0,0.0,0,0,0,0,0,N/A
15:52:16.582,0.0,0.0,0,0,0,0,0,N/A
15:52:16.782,0.0,0.0,0,0,0,0,0,N/A
15:52:16.983,0.0,0.0,0,0,0,0,0,N/A
15:52:17.184,0.0,0.0,0,0,0,0,0,N/A
15:52:17.384,0.0,0.0,0,0,0,0,0,N/A
15:52:17.585,0.0,0.0,0,0,0,0,0,N/A
15:52:17.785,0.0,0.0,0,0,0,0,0,N/A
15:52:17.986,0.0,0.0,0,0,0,0,0,N/A
15:52:18.186,0.0,0.0,0,0,0,0,0,N/A
15:52:18.387,0.0,0.0,0,0,0,0,0,N/A
15:52:18.587,0.0,0.0,0,0,0,0,0,N/A
15:52:18.788,0.0,0.0,0,0,0,0,0,N/A
15:52:18.988,0.0,0.0,0,0,0,0,0,N/A
15:52:19.189,0.0,0.0,0,0,0,0,0,N/A
15:52:19.390,0.0,0.0,0,0,0,0,0,N/A
15:52:19.590,0.0,0.0,0,0,0,0,0,N/A
15:52:19.791,0.0,0.0,0,0,0,0,0,N/A
15:52:19.991,0.0,0.0,0,0,0,0,0,N/A
15:52:20.192,0.0,0.0,0,0,0,0,0,N/A
15:52:20.392,0.0,0.0,0,0,0,0,0,N/A
15:52:20.593,0.0,0.0,0,0,0,0,0,N/A
15:52:20.793,0.0,0.0,0,0,0,0,0,N/A
15:52:20.994,0.0,0.0,0,0,0,0,0,N/A
15:52:21.195,0.0,0.0,0,0,0,0,0,N/A
15:52:21.395,0.0,0.0,0,0,0,0,0,N/A
15:52:21.596,0.0,0.0,0,0,0,0,0,N/A
15:52:21.797,0.0,0.0,0,0,0,0,0,N/A
15:52:21.997,0.0,0.0,0,0,0,0,0,N/A
15:52:22.198,0.0,0.0,0,0,0,0,0,N/A
15:52:22.398,0.0,0.0,0,0,0,0,0,N/A
15:52:22.599,0.0,0.0,0,0,0,0,0,N/A
15:52:22.799,0.0,0.0,0,0,0,0,0,N/A
15:52:23.000,0.0,0.0,0,0,0,0,0,N/A
15:52:23.200,0.0,0.0,0,0,0,0,0,N/A
15:52:23.401,0.0,0.0,0,0,0,0,0,N/A
15:52:23.602,0.0,0.0,0,0,0,0,0,N/A
15:52:23.802,0.0,0.0,0,0,0,0,0,N/A
15:52:24.003,0.0,0.0,0,0,0,0,0,N/A
15:52:24.203,0.0,0.0,0,0,0,0,0,N/A
15:52:24.404,0.0,0.0,0,0,0,0,0,N/A
15:52:24.604,0.0,0.0,0,0,0,0,0,N/A
15:52:24.805,0.0,0.0,0,0,0,0,0,N/A
15:52:25.005,0.0,0.0,0,0,0,0,0,N/A
15:52:25.206,0.0,0.0,0,0,0,0,0,N/A
15:52:25.407,0.0,0.0,0,0,0,0,0,N/A
15:52:25.607,0.0,0.0,0,0,0,0,0,N/A
15:52:25.808,0.0,0.0,0,0,0,0,0,N/A
15:52:26.009,0.0,0.0,0,0,0,0,0,N/A
15:52:26.209,0.0,0.0,0,0,0,0,0,N/A
15:52:26.410,0.0,0.0,0,0,0,0,0,N/A
15:52:26.610,0.0,0.0,0,0,0,0,0,N/A
15:52:26.811,0.0,0.0,0,0,0,0,0,N/A
15:52:27.012,0.0,0.0,0,0,0,0,0,N/A
15:52:27.212,0.0,0.0,0,0,0,0,0,N/A
15:52:27.413,0.0,0.0,0,0,0,0,0,N/A
15:52:27.613,0.0,0.0,0,0,0,0,0,N/A
15:52:27.814,0.0,0.0,0,0,0,0,0,N/A
15:52:28.014,0.0,0.0,0,0,0,0,0,N/A
15:52:28.215,0.0,0.0,0,0,0,0,0,N/A
15:52:28.416,0.0,0.0,0,0,0,0,0,N/A
15:52:28.616,0.0,0.0,0,0,0,0,0,N/A
15:52:28.817,0.0,0.0,0,0,0,0,0,N/A
15:52:29.017,0.0,0.0,0,0,0,0,0,N/A
15:52:29.218,0.0,0.0,0,0,0,0,0,N/A
15:52:29.418,0.0,0.0,0,0,0,0,0,N/A
15:52:29.619,0.0,0.0,0,0,0,0,0,N/A
15:52:29.819,0.0,0.0,0,0,0,0,0,N/A
15:52:30.020,0.0,0.0,0,0,0,0,0,N/A
15:52:30.221,0.0,0.0,0,0,0,0,0,N/A
15:52:30.421,0.0,0.0,0,0,0,0,0,N/A
15:52:30.622,0.0,0.0,0,0,0,0,0,N/A
15:52:30.823,0.0,0.0,0,0,0,0,0,N/A
15:52:31.024,0.0,0.0,0,0,0,0,0,N/A
15:52:31.225,0.0,0.0,0,0,0,0,0,N/A
15:52:31.426,0.0,0.0,0,0,0,0,0,N/A
15:52:31.627,0.0,0.0,0,0,0,0,0,N/A
15:52:31.827,0.0,0.0,0,0,0,0,0,N/A
15:52:32.028,0.0,0.0,0,0,0,0,0,N/A
15:52:32.229,0.0,0.0,0,0,0,0,0,N/A
15:52:32.429,0.0,0.0,0,0,0,0,0,N/A
15:52:32.630,0.0,0.0,0,0,0,0,0,N/A
15:52:32.830,0.0,0.0,0,0,0,0,0,N/A
15:52:33.030,0.0,0.0,0,0,0,0,0,N/A
15:52:33.231,0.0,0.0,0,0,0,0,0,N/A
15:52:33.432,0.0,0.0,0,0,0,0,0,N/A
15:52:33.632,0.0,0.0,0,0,0,0,0,N/A
15:52:33.833,0.0,0.0,0,0,0,0,0,N/A
15:52:34.033,0.0,0.0,0,0,0,0,0,N/A
15:52:34.234,0.0,0.0,0,0,0,0,0,N/A
15:52:34.434,0.0,0.0,0,0,0,0,0,N/A
15:52:34.635,0.0,0.0,0,0,0,0,0,N/A
15:52:34.835,0.0,0.0,0,0,0,0,0,N/A
15:52:35.036,0.0,0.0,0,0,0,0,0,N/A
15:52:35.236,0.0,0.0,0,0,0,0,0,N/A
15:52:35.437,0.0,0.0,0,0,0,0,0,N/A
15:52:35.637,0.0,0.0,0,0,0,0,0,N/A
15:52:35.838,0.0,0.0,0,0,0,0,0,N/A
15:52:36.038,0.0,0.0,0,0,0,0,0,N/A
15:52:36.239,0.0,0.0,0,0,0,0,0,N/A
15:52:36.439,0.0,0.0,0,0,0,0,0,N/A
15:52:36.640,0.0,0.0,0,0,0,0,0,N/A
15:52:36.840,0.0,0.0,0,0,0,0,0,N/A
